name,code,side,title,rank_in_party,begin_date,end_date,memberId,congress
Special Committee on Aging,SPAG,minority,Ranking Member,1.0,,2023-01-03,S001184,117
"Committee on Banking, Housing, and Urban Affairs",SSBK,majority,Member,4.0,2019-01-09,2021-01-03,S001184,116
Committee on Small Business and Entrepreneurship,SSSB,majority,Member,4.0,2019-01-09,2021-01-03,S001184,116
Special Committee on Aging,SPAG,majority,Member,2.0,2019-01-09,2021-01-03,S001184,116
Committee on Finance,SSFI,majority,Member,11.0,2019-01-09,2021-01-03,S001184,116
"Committee on Health, Education, Labor, and Pensions",SSHR,majority,Member,10.0,2019-01-09,2021-01-03,S001184,116
Committee on Armed Services,SSAS,majority,Member,13.0,2018-01-08,2019-01-03,S001184,115
Special Committee on Aging,SPAG,majority,Member,4.0,2017-01-03,2019-01-03,S001184,115
"Committee on Banking, Housing, and Urban Affairs",SSBK,majority,Member,6.0,2017-01-03,2019-01-03,S001184,115
Committee on Finance,SSFI,majority,Member,13.0,2017-01-03,2019-01-03,S001184,115
"Committee on Health, Education, Labor, and Pensions",SSHR,majority,Member,12.0,2017-01-03,2019-01-03,S001184,115
Committee on Small Business and Entrepreneurship,SSSB,majority,Member,4.0,2017-01-03,2019-01-03,S001184,115
Committee on Armed Services,SSAS,majority,Member,null,,2019-01-03,S001184,115
Special Committee on Aging,SPAG,null,null,null,,2017-01-03,S001184,114
"Committee on Banking, Housing, and Urban Affairs",SSBK,null,null,null,,2017-01-03,S001184,114
"Committee on Health, Education, Labor, and Pensions",SSHR,null,null,null,,2017-01-03,S001184,114
Committee on Finance,SSFI,null,null,null,,2017-01-03,S001184,114
Committee on Small Business and Entrepreneurship,SSSB,null,null,null,,2017-01-03,S001184,114
"Committee on Commerce, Science, and Transportation",SSCM,null,null,8.0,2013-01-03,2015-01-03,S001184,113
Committee on Small Business and Entrepreneurship,SSSB,null,null,5.0,2013-01-03,2015-01-03,S001184,113
Committee on Energy and Natural Resources,SSEG,null,null,7.0,2013-01-03,2015-01-03,S001184,113
"Committee on Health, Education, Labor, and Pensions",SSHR,null,null,10.0,2013-01-03,2015-01-03,S001184,113
Special Committee on Aging,SPAG,null,null,8.0,2013-01-03,2015-01-03,S001184,113
Committee on Rules,HSRU,null,null,7.0,2011-01-05,2013-01-03,S001184,112
Commission on Security and Cooperation in Europe,JCSE,majority,Member,3.0,,2023-01-03,S001181,117
Committee on Armed Services,SSAS,majority,Member,2.0,,2023-01-03,S001181,117
Committee on Small Business and Entrepreneurship,SSSB,majority,Member,3.0,,2023-01-03,S001181,117
Committee on Appropriations,SSAP,majority,Member,7.0,,2023-01-03,S001181,117
Select Committee on Ethics,SLET,majority,Member,3.0,,2023-01-03,S001181,117
Committee on Foreign Relations,SSFR,majority,Member,3.0,,2023-01-03,S001181,117
Committee on Foreign Relations,SSFR,minority,Member,3.0,2019-01-09,2021-01-03,S001181,116
Select Committee on Ethics,SLET,minority,Member,3.0,2019-01-09,2021-01-03,S001181,116
Committee on Small Business and Entrepreneurship,SSSB,minority,Member,3.0,2019-01-09,2021-01-03,S001181,116
Committee on Armed Services,SSAS,minority,Member,2.0,2019-01-09,2021-01-03,S001181,116
Committee on Appropriations,SSAP,minority,Member,8.0,2019-01-09,2021-01-03,S001181,116
Commission on Security and Cooperation in Europe,JCSE,minority,Member,4.0,,2021-01-03,S001181,116
Commission on Security and Cooperation in Europe,JCSE,minority,Member,4.0,2017-01-03,2019-01-03,S001181,115
Select Committee on Ethics,SLET,minority,Member,3.0,2017-01-03,2019-01-03,S001181,115
Committee on Appropriations,SSAP,minority,Member,8.0,2017-01-03,2019-01-03,S001181,115
Committee on Armed Services,SSAS,minority,Member,4.0,2017-01-03,2019-01-03,S001181,115
Committee on Foreign Relations,SSFR,minority,Member,3.0,2017-01-03,2019-01-03,S001181,115
Committee on Small Business and Entrepreneurship,SSSB,minority,Member,3.0,2017-01-03,2019-01-03,S001181,115
Committee on Appropriations,SSAP,null,null,null,,2017-01-03,S001181,114
Committee on Foreign Relations,SSFR,null,null,null,,2017-01-03,S001181,114
Committee on Small Business and Entrepreneurship,SSSB,null,null,1.0,,2017-01-03,S001181,114
Committee on Armed Services,SSAS,null,null,null,,2017-01-03,S001181,114
Commission on Security and Cooperation in Europe,JCSE,null,null,null,,2017-01-03,S001181,114
Committee on Appropriations,SSAP,null,null,13.0,2013-01-03,2015-01-03,S001181,113
Committee on Small Business and Entrepreneurship,SSSB,null,null,7.0,2013-01-03,2015-01-03,S001181,113
Committee on Foreign Relations,SSFR,null,null,5.0,2013-01-03,2015-01-03,S001181,113
Committee on Armed Services,SSAS,null,null,8.0,2013-01-03,2015-01-03,S001181,113
Committee on Armed Services,SSAS,null,null,12.0,2011-02-04,2013-01-03,S001181,112
Committee on Energy and Natural Resources,SSEG,null,null,9.0,2011-01-05,2013-01-03,S001181,112
Committee on Foreign Relations,SSFR,null,null,7.0,2011-01-05,2013-01-03,S001181,112
Committee on Small Business and Entrepreneurship,SSSB,null,null,9.0,2011-01-05,2013-01-03,S001181,112
Committee on Small Business and Entrepreneurship,SSSB,null,null,11.0,2009-01-21,2011-01-03,S001181,111
Committee on Energy and Natural Resources,SSEG,null,null,13.0,2009-01-21,2011-01-03,S001181,111
Committee on Foreign Relations,SSFR,null,null,9.0,2009-01-21,2011-01-03,S001181,111
Committee on Rules and Administration,SSRA,minority,Member,3.0,,2023-01-03,S000320,117
"Committee on Banking, Housing, and Urban Affairs",SSBK,minority,Member,2.0,,2023-01-03,S000320,117
Committee on Appropriations,SSAP,minority,Ranking Member,1.0,,2023-01-03,S000320,117
Joint Committee on the Library,JSLC,minority,Member,2.0,,2023-01-03,S000320,117
Committee on Environment and Public Works,SSEV,minority,Member,5.0,,2023-01-03,S000320,117
"Committee on Banking, Housing, and Urban Affairs",SSBK,majority,Member,2.0,2019-01-09,2021-01-03,S000320,116
Committee on Rules and Administration,SSRA,majority,Member,5.0,2019-01-09,2021-01-03,S000320,116
Committee on Environment and Public Works,SSEV,majority,Member,10.0,2019-01-09,2021-01-03,S000320,116
Committee on Appropriations,SSAP,majority,Chair,1.0,2019-01-09,2021-01-03,S000320,116
Joint Committee on the Library,JSLC,majority,Member,3.0,,2021-01-03,S000320,116
Joint Committee on Printing,JSPR,majority,Chair,1.0,2017-01-03,2019-01-03,S000320,115
Joint Committee on the Library,JSLC,majority,Member,null,2017-01-03,2019-01-03,S000320,115
Committee on Appropriations,SSAP,majority,Chair,1.0,2017-01-03,2019-01-03,S000320,115
"Committee on Banking, Housing, and Urban Affairs",SSBK,majority,Member,2.0,2017-01-03,2019-01-03,S000320,115
Committee on Rules and Administration,SSRA,majority,Chair,1.0,2017-01-03,2019-01-03,S000320,115
Committee on Environment and Public Works,SSEV,majority,Member,11.0,,2019-01-03,S000320,115
Committee on Appropriations,SSAP,null,null,null,,2017-01-03,S000320,114
"Committee on Banking, Housing, and Urban Affairs",SSBK,null,null,1.0,,2017-01-03,S000320,114
Committee on Rules and Administration,SSRA,null,null,null,,2017-01-03,S000320,114
Committee on Rules and Administration,SSRA,null,null,6.0,2013-01-03,2015-01-03,S000320,113
"Committee on Banking, Housing, and Urban Affairs",SSBK,null,null,2.0,2013-01-03,2015-01-03,S000320,113
Committee on Appropriations,SSAP,null,null,1.0,2013-01-03,2015-01-03,S000320,113
"Committee on Banking, Housing, and Urban Affairs",SSBK,null,null,1.0,2011-01-05,2013-01-03,S000320,112
Committee on Appropriations,SSAP,null,null,3.0,2011-01-05,2013-01-03,S000320,112
Committee on Rules and Administration,SSRA,null,null,7.0,2011-01-05,2013-01-03,S000320,112
Special Committee on Aging,SPAG,null,null,8.0,2011-01-05,2013-01-03,S000320,112
Committee on Appropriations,SSAP,null,null,4.0,2009-01-21,2011-01-03,S000320,111
"Committee on Banking, Housing, and Urban Affairs",SSBK,null,null,1.0,2009-01-21,2011-01-03,S000320,111
Special Committee on Aging,SPAG,null,null,2.0,2009-01-21,2011-01-03,S000320,111
Committee on Appropriations,SSAP,null,null,7.0,2007-01-12,2009-01-03,S000320,110
"Committee on Banking, Housing, and Urban Affairs",SSBK,null,null,1.0,2007-01-12,2009-01-03,S000320,110
Special Committee on Aging,SPAG,null,null,2.0,2007-01-12,2009-01-03,S000320,110
Committee on Homeland Security and Governmental Affairs,SSGA,majority,Member,4.0,,2023-01-03,S001191,117
"Committee on Banking, Housing, and Urban Affairs",SSBK,majority,Member,10.0,,2023-01-03,S001191,117
"Committee on Commerce, Science, and Transportation",SSCM,majority,Member,10.0,,2023-01-03,S001191,117
Committee on Veterans' Affairs,SSVA,majority,Member,8.0,,2023-01-03,S001191,117
"Committee on Banking, Housing, and Urban Affairs",SSBK,minority,Member,12.0,2019-01-09,2021-01-03,S001191,116
Special Committee on Aging,SPAG,minority,Member,6.0,2019-01-09,2021-01-03,S001191,116
Committee on Veterans' Affairs,SSVA,minority,Member,8.0,2019-01-09,2021-01-03,S001191,116
Committee on Homeland Security and Governmental Affairs,SSGA,minority,Member,5.0,2019-01-09,2021-01-03,S001191,116
"Committee on Commerce, Science, and Transportation",SSCM,minority,Member,11.0,2019-01-09,2021-01-03,S001191,116
Committee on Financial Services,HSBA,minority,Member,19.0,,2019-01-03,S001191,115
Committee on Financial Services,HSBA,null,null,23.0,,2017-01-03,S001191,114
Committee on Financial Services,HSBA,null,null,25.0,2013-01-03,2015-01-03,S001191,113
"Committee on Health, Education, Labor, and Pensions",SSHR,majority,Member,8.0,,2023-01-03,S001203,117
Committee on Indian Affairs,SLIA,majority,Member,5.0,,2023-01-03,S001203,117
"Committee on Agriculture, Nutrition, and Forestry",SSAF,majority,Member,7.0,,2023-01-03,S001203,117
"Committee on Banking, Housing, and Urban Affairs",SSBK,majority,Member,9.0,,2023-01-03,S001203,117
"Committee on Banking, Housing, and Urban Affairs",SSBK,minority,Member,11.0,2019-01-09,2021-01-03,S001203,116
Committee on Indian Affairs,SLIA,minority,Member,6.0,2019-01-09,2021-01-03,S001203,116
"Committee on Agriculture, Nutrition, and Forestry",SSAF,minority,Member,8.0,2019-01-09,2021-01-03,S001203,116
"Committee on Health, Education, Labor, and Pensions",SSHR,minority,Member,9.0,2019-01-09,2021-01-03,S001203,116
Committee on Indian Affairs,SLIA,minority,Member,null,,2019-01-03,S001203,115
"Committee on Agriculture, Nutrition, and Forestry",SSAF,minority,Member,null,,2019-01-03,S001203,115
"Committee on Health, Education, Labor, and Pensions",SSHR,minority,Member,null,,2019-01-03,S001203,115
Committee on Energy and Natural Resources,SSEG,minority,Member,null,,2019-01-03,S001203,115
"Committee on Agriculture, Nutrition, and Forestry",SSAF,majority,Chair,1.0,,2023-01-03,S000770,117
Committee on the Budget,SSBU,majority,Member,4.0,,2023-01-03,S000770,117
Joint Committee on Taxation,JSTX,majority,Member,2.0,,2023-01-03,S000770,117
Committee on Environment and Public Works,SSEV,majority,Member,8.0,,2023-01-03,S000770,117
Committee on Finance,SSFI,majority,Member,2.0,,2023-01-03,S000770,117
Committee on Energy and Natural Resources,SSEG,minority,Member,5.0,2019-01-09,2021-01-03,S000770,116
"Committee on Agriculture, Nutrition, and Forestry",SSAF,minority,Ranking Member,1.0,2019-01-09,2021-01-03,S000770,116
Committee on the Budget,SSBU,minority,Member,4.0,2019-01-09,2021-01-03,S000770,116
Committee on Finance,SSFI,minority,Member,2.0,2019-01-09,2021-01-03,S000770,116
Joint Committee on Taxation,JSTX,minority,Member,2.0,,2021-01-03,S000770,116
Joint Committee on Taxation,JSTX,minority,Member,null,2017-01-03,2019-01-03,S000770,115
"Committee on Agriculture, Nutrition, and Forestry",SSAF,minority,Ranking Member,1.0,2017-01-03,2019-01-03,S000770,115
Committee on the Budget,SSBU,minority,Member,4.0,2017-01-03,2019-01-03,S000770,115
Committee on Energy and Natural Resources,SSEG,minority,Member,4.0,2017-01-03,2019-01-03,S000770,115
Committee on Finance,SSFI,minority,Member,2.0,2017-01-03,2019-01-03,S000770,115
Committee on Energy and Natural Resources,SSEG,null,null,null,,2017-01-03,S000770,114
Committee on Finance,SSFI,null,null,null,,2017-01-03,S000770,114
Committee on the Budget,SSBU,null,null,null,,2017-01-03,S000770,114
Joint Committee on Taxation,JSTX,null,null,null,,2017-01-03,S000770,114
"Committee on Agriculture, Nutrition, and Forestry",SSAF,null,null,1.0,,2017-01-03,S000770,114
Committee on Finance,SSFI,null,null,6.0,2013-01-03,2015-01-03,S000770,113
Committee on the Budget,SSBU,null,null,4.0,2013-01-03,2015-01-03,S000770,113
Committee on Energy and Natural Resources,SSEG,null,null,6.0,2013-01-03,2015-01-03,S000770,113
"Committee on Agriculture, Nutrition, and Forestry",SSAF,null,null,1.0,2013-01-03,2015-01-03,S000770,113
Committee on the Budget,SSBU,null,null,6.0,2009-01-21,2011-01-03,S000770,111
"Committee on Agriculture, Nutrition, and Forestry",SSAF,null,null,6.0,2009-01-21,2011-01-03,S000770,111
Committee on Energy and Natural Resources,SSEG,null,null,11.0,2009-01-21,2011-01-03,S000770,111
Committee on Finance,SSFI,null,null,9.0,2009-01-21,2011-01-03,S000770,111
"Committee on Agriculture, Nutrition, and Forestry",SSAF,null,null,6.0,2007-01-12,2009-01-03,S000770,110
Committee on the Budget,SSBU,null,null,7.0,2007-01-12,2009-01-03,S000770,110
Committee on Finance,SSFI,null,null,9.0,2007-01-12,2009-01-03,S000770,110
Committee on Armed Services,SSAS,minority,Member,8.0,,2023-01-03,S001198,117
"Committee on Commerce, Science, and Transportation",SSCM,minority,Member,7.0,,2023-01-03,S001198,117
Committee on Veterans' Affairs,SSVA,minority,Member,6.0,,2023-01-03,S001198,117
Committee on Environment and Public Works,SSEV,minority,Member,8.0,,2023-01-03,S001198,117
Committee on Environment and Public Works,SSEV,majority,Member,7.0,2019-01-09,2021-01-03,S001198,116
Committee on Veterans' Affairs,SSVA,majority,Member,7.0,2019-01-09,2021-01-03,S001198,116
"Committee on Commerce, Science, and Transportation",SSCM,majority,Member,7.0,2019-01-09,2021-01-03,S001198,116
Committee on Armed Services,SSAS,majority,Member,8.0,2019-01-09,2021-01-03,S001198,116
Committee on Armed Services,SSAS,majority,Member,8.0,2017-01-03,2019-01-03,S001198,115
"Committee on Commerce, Science, and Transportation",SSCM,majority,Member,7.0,2017-01-03,2019-01-03,S001198,115
Committee on Environment and Public Works,SSEV,majority,Member,10.0,2017-01-03,2019-01-03,S001198,115
Committee on Veterans' Affairs,SSVA,majority,Member,8.0,2017-01-03,2019-01-03,S001198,115
"Committee on Commerce, Science, and Transportation",SSCM,null,null,null,,2017-01-03,S001198,114
Committee on Environment and Public Works,SSEV,null,null,null,,2017-01-03,S001198,114
Committee on Veterans' Affairs,SSVA,null,null,null,,2017-01-03,S001198,114
Committee on Armed Services,SSAS,null,null,null,,2017-01-03,S001198,114
Committee on Indian Affairs,SLIA,majority,Member,3.0,,2023-01-03,T000464,117
"Committee on Banking, Housing, and Urban Affairs",SSBK,majority,Member,4.0,,2023-01-03,T000464,117
Committee on Appropriations,SSAP,majority,Member,6.0,,2023-01-03,T000464,117
"Committee on Commerce, Science, and Transportation",SSCM,majority,Member,9.0,,2023-01-03,T000464,117
Committee on Veterans' Affairs,SSVA,majority,Chair,1.0,,2023-01-03,T000464,117
"Committee on Banking, Housing, and Urban Affairs",SSBK,minority,Member,4.0,2019-01-09,2021-01-03,T000464,116
Committee on Indian Affairs,SLIA,minority,Member,3.0,2019-01-09,2021-01-03,T000464,116
Committee on Veterans' Affairs,SSVA,minority,Ranking Member,1.0,2019-01-09,2021-01-03,T000464,116
"Committee on Commerce, Science, and Transportation",SSCM,minority,Member,10.0,2019-01-09,2021-01-03,T000464,116
Committee on Appropriations,SSAP,minority,Member,6.0,2019-01-09,2021-01-03,T000464,116
Committee on Indian Affairs,SLIA,minority,Member,3.0,2017-01-03,2019-01-03,T000464,115
Committee on Appropriations,SSAP,minority,Member,6.0,2017-01-03,2019-01-03,T000464,115
"Committee on Banking, Housing, and Urban Affairs",SSBK,minority,Member,4.0,2017-01-03,2019-01-03,T000464,115
Committee on Homeland Security and Governmental Affairs,SSGA,minority,Member,3.0,2017-01-03,2019-01-03,T000464,115
Committee on Veterans' Affairs,SSVA,minority,Ranking Member,1.0,2017-01-03,2019-01-03,T000464,115
"Committee on Commerce, Science, and Transportation",SSCM,minority,Member,null,,2019-01-03,T000464,115
Committee on Indian Affairs,SLIA,null,null,null,,2017-01-03,T000464,114
Committee on Appropriations,SSAP,null,null,null,,2017-01-03,T000464,114
"Committee on Banking, Housing, and Urban Affairs",SSBK,null,null,null,,2017-01-03,T000464,114
Committee on Veterans' Affairs,SSVA,null,null,null,,2017-01-03,T000464,114
Committee on Homeland Security and Governmental Affairs,SSGA,null,null,null,,2017-01-03,T000464,114
Committee on Appropriations,SSAP,null,null,11.0,2013-01-03,2015-01-03,T000464,113
Committee on Indian Affairs,SLIA,null,null,3.0,2013-01-03,2015-01-03,T000464,113
Committee on Veterans' Affairs,SSVA,null,null,5.0,2013-01-03,2015-01-03,T000464,113
"Committee on Banking, Housing, and Urban Affairs",SSBK,null,null,6.0,2013-01-03,2015-01-03,T000464,113
Committee on Homeland Security and Governmental Affairs,SSGA,null,null,6.0,2013-01-03,2015-01-03,T000464,113
Committee on Indian Affairs,SLIA,null,null,6.0,2011-01-05,2013-01-03,T000464,112
Committee on Appropriations,SSAP,null,null,15.0,2011-01-05,2013-01-03,T000464,112
"Committee on Banking, Housing, and Urban Affairs",SSBK,null,null,7.0,2011-01-05,2013-01-03,T000464,112
